,City,Country,Lat,Long,Date,Max Temp,Humidity,Cloudiness,Wind Speed
272,Kabalo,CD,-6.05,26.92,1592425955,68.52,42,0,3.83
273,Road Town,VG,18.42,-64.62,1592425956,86.0,66,40,9.17
274,Liwale,TZ,-9.77,37.93,1592425956,69.76,53,60,6.15
275,Qaqortoq,GL,60.72,-46.03,1592425956,46.4,65,75,8.05
276,Zhangaözen,KZ,43.3,52.8,1592425956,78.69,17,97,13.44
277,Ambilobe,MG,-13.2,49.05,1592425956,63.27,70,13,4.0
278,Owando,CG,-0.48,15.9,1592425956,74.93,63,8,1.07
279,Aden,YE,12.78,45.04,1592425737,87.89,72,98,12.97
280,Paranavaí,BR,-23.07,-52.47,1592425957,78.8,57,20,11.41
281,Ayagoz,KZ,47.97,80.44,1592425957,56.35,71,38,15.05
282,Sungai Penuh,ID,-2.08,101.38,1592425957,64.22,94,52,2.64
283,Ambanja,MG,-13.68,48.45,1592425957,67.53,64,9,5.17
284,Thompson,CA,55.74,-97.86,1592425668,42.8,93,90,18.34
285,Sooke,CA,48.37,-123.73,1592425958,68.0,67,20,13.87
286,Miyang,CN,24.4,103.44,1592425958,67.6,89,100,4.07
287,Meulaboh,ID,4.14,96.13,1592425958,77.63,76,97,3.85
288,Bridgetown,BB,13.1,-59.62,1592425704,86.0,66,40,19.46
289,Misratah,LY,32.38,15.09,1592425958,75.18,57,0,12.44
290,Vila,PT,42.03,-8.16,1592425958,60.01,82,27,9.17
291,Lagoa,PT,39.05,-27.98,1592425959,63.68,79,100,9.26
292,Daru,PG,-9.08,143.21,1592425959,77.94,86,77,17.56
293,Peleduy,RU,59.63,112.74,1592425959,51.69,83,43,2.13
294,Birjand,IR,32.87,59.22,1592425959,80.6,11,0,11.41
295,Karymskoye,RU,51.62,114.35,1592425960,52.18,60,25,4.12
296,Cortez,US,37.35,-108.59,1592425715,82.4,10,1,13.87
297,Cockburn Town,TC,21.46,-71.14,1592425378,86.0,62,40,11.41
298,Leningradskiy,RU,69.38,178.42,1592425961,49.28,54,93,9.19
299,Bogorodskoye,RU,56.55,37.88,1592425961,66.04,85,98,4.56
300,Kahului,US,20.89,-156.47,1592425757,87.8,43,20,20.8
301,Carman,CA,49.5,-98.0,1592425961,86.0,51,75,9.17
302,Kavaratti,IN,10.57,72.64,1592425372,84.78,77,100,22.55
303,Pevek,RU,69.7,170.31,1592425961,44.04,64,99,5.1
304,Huanta,PE,-12.93,-74.25,1592425961,69.28,38,13,4.5
305,Cravo Norte,CO,6.3,-70.2,1592425962,84.33,75,84,2.26
306,Tadine,NC,-21.55,167.88,1592425962,72.63,79,31,12.06
307,Abéché,TD,13.83,20.83,1592425962,80.1,60,64,7.14
308,Santa Cruz de la Sierra,BO,-17.8,-63.17,1592425915,84.2,51,20,25.28
309,Najrān,SA,17.49,44.13,1592425962,87.8,17,100,6.93
310,Hirara,JP,24.8,125.28,1592425963,83.35,83,100,23.13
311,Oranjemund,NA,-28.55,16.43,1592425963,68.5,29,0,18.19
312,Naze,JP,28.37,129.48,1592425963,78.8,100,40,10.29
313,Enköping,SE,59.64,17.08,1592425963,59.0,87,4,3.36
314,Carberry,CA,49.87,-99.36,1592425963,77.0,57,75,12.75
315,Antofagasta,CL,-23.65,-70.4,1592425963,62.6,72,20,17.22
316,Cap Malheureux,MU,-19.98,57.61,1592425808,68.0,89,43,8.01
317,Plessisville,CA,46.22,-71.76,1592425964,86.0,30,75,16.11
318,Imeni Poliny Osipenko,RU,52.42,136.49,1592425964,42.84,82,78,10.33
319,Bend,US,44.06,-121.32,1592425964,66.0,36,1,6.71
320,Horta,PT,38.53,-28.63,1592425964,66.2,77,75,5.82
321,Saint-Pierre,RE,-21.34,55.48,1592425964,66.2,88,75,14.99
322,Ambatofinandrahana,MG,-20.55,46.8,1592425965,48.54,78,56,12.3
323,La Asuncion,VE,11.03,-63.86,1592425965,69.8,100,0,14.99
324,Marsh Harbour,BS,26.54,-77.06,1592425965,79.56,80,16,15.35
325,Traverse City,US,44.76,-85.62,1592425965,80.6,42,20,9.17
326,Bone,DE,51.97,12.14,1592425965,73.4,60,100,1.12
327,Pitimbu,BR,-7.47,-34.81,1592425710,78.8,78,20,10.29
328,Iralaya,HN,15.0,-83.23,1592425965,84.2,79,75,6.93
329,Salaga,GH,8.55,-0.52,1592425966,80.67,76,19,6.31
330,Port Hedland,AU,-20.32,118.57,1592425966,64.4,82,90,6.93
331,Dzhubga,RU,44.32,38.7,1592425966,72.75,83,0,5.95
332,Cafelândia,BR,-21.8,-49.61,1592425966,70.07,70,15,7.02
333,Telhāra,IN,21.03,76.84,1592425966,84.51,69,100,6.64
334,Mayo,US,38.89,-76.51,1592425800,72.0,78,90,9.17
335,Viedma,AR,-40.81,-63.0,1592425967,51.15,71,100,4.74
336,Havøysund,NO,71.0,24.66,1592425967,48.2,81,29,5.82
337,Nadym,RU,65.53,72.52,1592425967,37.72,76,0,7.16
338,Maniitsoq,GL,65.42,-52.9,1592425701,36.9,82,66,6.78
339,Stornoway,GB,58.21,-6.39,1592425723,55.99,93,76,3.36
340,Waspán,NI,14.74,-83.97,1592425968,84.2,79,75,6.93
341,Innisfail,AU,-17.53,146.03,1592425865,63.0,96,100,4.0
342,Mattru,SL,7.62,-11.83,1592425968,75.51,97,84,2.95
343,Honiara,SB,-9.43,159.95,1592425968,73.4,100,20,4.16
344,Port Hardy,CA,50.7,-127.42,1592425968,57.2,76,75,5.82
345,Port Macquarie,AU,-31.43,152.92,1592425968,57.2,100,90,6.93
346,Gimbi,ET,9.17,35.83,1592425969,57.06,100,66,2.33
347,Bonavista,CA,48.65,-53.11,1592425969,57.97,61,100,21.77
348,Evansville,US,37.97,-87.56,1592425532,84.2,35,20,6.69
349,Praia da Vitória,PT,38.73,-27.07,1592425777,64.4,72,75,10.94
350,Fare,PF,-16.7,-151.02,1592425969,81.75,79,100,13.87
351,Fairbanks,US,64.84,-147.72,1592425911,75.99,37,1,3.36
352,Birin,NP,26.89,88.07,1592425970,64.44,100,93,4.36
353,Sembabule,UG,-0.08,31.46,1592425970,62.96,75,41,3.49
354,Strezhevoy,RU,60.73,77.59,1592425923,48.2,93,75,8.95
355,Itacoatiara,BR,-3.14,-58.44,1592425970,82.4,83,52,3.36
356,Katobu,ID,-4.94,122.53,1592425971,74.68,92,62,5.01
357,Izumo,JP,35.37,132.77,1592425971,68.0,88,75,1.12
358,Fenoarivo,MG,-18.93,47.44,1592425971,51.8,81,75,9.17
359,Lorengau,PG,-2.02,147.27,1592425971,81.73,78,42,9.24
360,Klaksvík,FO,62.23,-6.59,1592425745,50.0,93,96,4.7
361,Barguzin,RU,53.62,109.62,1592425972,48.79,67,0,2.75
362,Saint Anthony,US,45.02,-93.22,1592425972,89.6,38,1,19.46
363,Half Moon Bay,US,37.46,-122.43,1592425696,84.0,21,5,5.82
364,San Patricio,MX,19.22,-104.7,1592425972,87.8,74,20,11.41
365,Adrar,MR,20.5,-10.07,1592425972,99.57,15,0,17.38
366,Barra Patuca,HN,15.8,-84.28,1592425973,81.81,80,98,10.58
367,Annau,TM,37.89,58.52,1592425973,84.2,20,20,6.93
368,Flinders,AU,-34.58,150.86,1592425808,55.0,85,73,1.01
369,Río Gallegos,AR,-51.62,-69.22,1592425973,32.0,96,0,3.36
370,Buin,CL,-33.73,-70.75,1592425973,53.6,87,75,4.21
371,Paraíso,CR,9.84,-83.87,1592425811,73.0,94,75,3.36
372,Asău,RO,46.43,26.4,1592425974,60.01,94,69,2.46
373,Portland,US,45.52,-122.68,1592425967,70.0,52,40,6.93
374,Westport,US,41.14,-73.36,1592425859,75.0,64,75,10.29
375,Cansanção,BR,-10.67,-39.5,1592425974,70.59,67,0,9.26
376,Cape Coast,GH,5.11,-1.25,1592425974,77.36,88,97,15.19
377,Oranjestad,AW,12.52,-70.03,1592425878,86.0,66,20,20.8
378,Xining,CN,36.62,101.77,1592425975,51.44,64,0,2.73
379,Dawlatabad,AF,36.41,64.91,1592425975,77.49,17,0,4.59
380,Kangaatsiaq,GL,68.31,-53.46,1592425975,36.05,89,22,9.04
381,San Juan,AR,-31.54,-68.54,1592425386,61.48,32,51,7.2
382,Padang,ID,-0.95,100.35,1592425735,78.19,78,59,4.68
383,Tuatapere,NZ,-46.13,167.68,1592425975,39.0,83,23,3.0
384,Chitral,PK,35.85,71.79,1592425976,69.87,25,0,6.64
385,Karlstad,SE,59.38,13.5,1592425976,62.01,87,2,3.36
386,São João da Barra,BR,-21.64,-41.05,1592425694,73.4,69,20,10.29
387,Mananara,MG,-16.17,49.77,1592425976,65.89,86,28,9.46
388,Severo-Yeniseyskiy,RU,60.37,93.04,1592425976,44.51,79,3,3.89
389,Vengerovo,RU,55.68,76.75,1592425976,51.01,79,0,7.87
390,Neuquén,AR,-38.95,-68.06,1592425977,57.2,54,100,5.82
391,Singaraja,ID,-8.11,115.09,1592425977,79.02,74,2,3.51
392,Aloja,LV,57.77,24.88,1592425977,69.01,84,41,1.01
393,Scottsboro,US,34.67,-86.03,1592425977,77.0,57,90,10.29
394,Olafsvik,IS,64.89,-23.71,1592425977,48.34,79,100,9.13
395,Flin Flon,CA,54.77,-101.86,1592425977,44.6,93,90,17.22
396,San Antonio,US,29.42,-98.49,1592425229,93.99,49,75,12.75
397,Camp Verde,US,34.56,-111.85,1592425978,91.99,10,0,20.96
398,Marzuq,YE,14.4,46.47,1592425978,86.67,28,80,4.25
399,Bystryy Istok,RU,52.37,84.39,1592425978,60.49,65,100,6.73
400,Arroyo de la Encomienda,ES,41.61,-4.8,1592425978,66.99,48,83,4.7
401,Batagay-Alyta,RU,67.8,130.41,1592425978,67.91,41,6,4.12
402,Bayshore Gardens,US,27.43,-82.59,1592425979,89.01,55,1,12.75
403,Urengoy,RU,65.97,78.37,1592425979,39.72,69,40,4.68
404,Pascagoula,US,30.37,-88.56,1592425747,89.01,48,20,8.05
405,Kultuk,RU,51.72,103.7,1592425979,51.28,77,86,2.66
406,Kalinovskaya,RU,43.58,45.52,1592425979,68.0,94,75,4.47
407,Springbok,ZA,-29.66,17.89,1592425980,54.93,41,0,20.4
408,Frolovo,RU,49.77,43.66,1592425980,64.0,57,0,1.99
409,Plácido de Castro,BR,-10.34,-67.19,1592425980,85.64,56,31,2.24
410,Hervey Bay,AU,-25.3,152.85,1592425980,60.01,87,0,8.05
411,Korla,CN,41.76,86.15,1592425980,82.99,35,1,5.01
412,Kieta,PG,-6.22,155.63,1592425980,80.13,72,100,4.61
413,Solnechnyy,RU,50.72,136.63,1592425981,44.29,80,99,8.08
414,Mwingi,KE,-0.93,38.06,1592425981,64.36,67,17,9.01
415,Moerai,PF,-22.43,-151.33,1592425981,72.5,83,99,26.98
416,Manado,ID,1.49,124.85,1592425981,75.2,94,20,1.12
417,Aquiraz,BR,-3.9,-38.39,1592425935,78.8,83,75,10.29
418,Kaoma,ZM,-14.78,24.8,1592425981,53.49,59,0,7.0
419,Palmer,US,42.16,-72.33,1592425946,84.99,23,20,5.82
420,‘Ewa Beach,US,21.32,-158.01,1592425753,82.4,58,20,5.82
421,Raja,SS,8.46,25.68,1592425982,71.02,92,49,5.73
422,Souillac,MU,-20.52,57.52,1592425982,69.8,88,75,18.34
423,Dingle,PH,11.0,122.67,1592425982,77.65,83,100,2.8
424,Miraflores,MX,19.22,-98.81,1592425983,78.8,27,40,8.05
425,Iberia,US,29.95,-91.75,1592425983,91.4,43,1,9.17
426,Mitsamiouli,KM,-11.38,43.28,1592425983,77.97,67,23,14.74
427,Homer,US,59.64,-151.55,1592425983,60.8,59,90,12.75
428,Bartoszyce,PL,54.25,20.81,1592425983,59.76,90,94,7.72
429,Baykit,RU,61.67,96.37,1592425983,49.8,74,97,2.89
430,Severo-Kuril'sk,RU,50.68,156.12,1592425984,43.79,88,100,6.35
431,Biak,ID,-0.91,122.88,1592425984,77.25,84,71,6.71
432,Punta Cardon,VE,11.66,-70.22,1592425984,83.75,71,0,26.55
433,Wilmington Island,US,32.0,-80.97,1592425984,78.01,53,20,4.7
434,Phek,IN,25.67,94.5,1592425984,63.3,100,100,1.77
435,Santa Barbara,US,34.42,-119.7,1592425984,75.99,60,40,9.17
436,Anloga,GH,5.79,0.9,1592425985,78.8,88,40,10.29
437,Bengbu,CN,32.94,117.36,1592425985,67.19,96,100,7.76
438,Amazar,RU,53.86,120.88,1592425985,55.96,58,100,3.8
439,Lastoursville,GA,-0.81,12.73,1592425985,73.27,92,99,2.21
440,Biryusinsk,RU,55.96,97.82,1592425985,45.97,79,0,6.58
441,Makakilo City,US,21.35,-158.09,1592425985,82.4,61,40,9.17
442,Pierre,US,44.37,-100.35,1592425986,91.99,43,1,20.8
443,Barcelos,PT,41.54,-8.62,1592425986,64.0,82,24,8.05
444,Philadelphia,US,39.95,-75.16,1592425818,75.99,60,90,10.29
445,Lebu,CL,-37.62,-73.65,1592425731,53.67,82,46,11.23
446,Minden,DE,52.28,8.92,1592425913,75.2,53,100,2.24
447,Erenhot,CN,43.65,111.98,1592425986,66.78,55,14,10.29
448,Manokwari,ID,-0.87,134.08,1592425986,79.47,73,0,4.65
449,Angoche,MZ,-16.23,39.91,1592425987,70.36,84,8,10.58
450,Luganville,VU,-15.53,167.17,1592425987,78.8,88,75,9.17
451,Lavumisa,SZ,-27.31,31.89,1592425987,54.46,90,100,3.85
452,Coahuayana Viejo,MX,18.73,-103.68,1592425441,87.8,58,40,11.41
453,Kaeo,NZ,-35.1,173.78,1592425987,59.0,3,99,3.0
454,Ust-Kuyga,RU,70.02,135.6,1592425988,75.63,38,2,7.38
455,Murwillumbah,AU,-28.32,153.4,1592425988,62.01,77,37,8.05
456,Nanortalik,GL,60.14,-45.24,1592425793,39.0,78,100,10.22
457,Jalu,LY,29.03,21.55,1592425988,74.17,45,0,14.65
458,Belmonte,BR,-15.86,-38.88,1592425988,75.2,64,40,6.93
459,Nova Olinda do Norte,BR,-3.89,-59.09,1592425988,83.52,77,42,1.54
460,Aswān,EG,24.09,32.91,1592425989,88.27,13,0,5.93
461,Göksun,TR,38.02,36.5,1592425989,75.2,64,0,16.11
462,Mount Gambier,AU,-37.83,140.77,1592425989,44.6,87,59,8.05
463,Buala,SB,-8.14,159.59,1592425989,82.24,77,25,5.95
464,Davila,PH,18.47,120.58,1592425989,81.79,76,81,4.63
465,Aars,DK,56.8,9.51,1592425989,64.99,83,81,4.29
466,Cervantes,AR,-39.05,-67.38,1592425989,57.2,54,93,5.82
467,Forio,IT,40.73,13.86,1592425990,71.01,77,0,1.01
468,Burnie,AU,-41.07,145.92,1592425990,44.01,81,47,5.01
469,Tautira,PF,-17.73,-149.15,1592425990,80.6,78,75,6.93
470,Dubbo,AU,-32.25,148.62,1592425990,50.0,87,0,13.87
471,Alugan,PH,12.22,125.48,1592425990,80.87,80,100,1.86
472,Lugovoy,KZ,42.95,72.76,1592425991,53.83,60,1,1.5
473,Tiruchchendur,IN,8.48,78.12,1592425991,83.7,68,63,11.23
474,Ploemeur,FR,47.73,-3.43,1592425991,59.0,93,90,3.36
475,Fougamou,GA,-1.22,10.58,1592425991,73.58,92,100,2.15
476,Puerto Madryn,AR,-42.77,-65.04,1592425753,57.88,46,96,6.67
477,Moss Vale,AU,-34.55,150.38,1592425991,55.0,87,90,5.82
478,Krasnyy Chikoy,RU,50.36,108.75,1592425991,47.14,72,12,1.45
479,Flagstaff,US,35.2,-111.65,1592425708,79.0,17,1,20.8
480,Itaituba,BR,-4.28,-55.98,1592425992,91.4,59,40,5.82
481,Nador,MA,35.17,-2.93,1592425992,77.0,44,13,6.93
482,Wete,TZ,-5.06,39.73,1592425992,77.2,74,98,13.33
483,Gafanha da Encarnação,PT,40.62,-8.73,1592425926,64.99,79,0,8.01
484,Pokhara,NP,28.23,83.98,1592425993,72.7,86,100,2.8
485,Valparaíso,CL,-33.04,-71.63,1592425993,51.8,100,90,18.34
486,Gunjur,GM,13.2,-16.73,1592425782,82.4,83,0,12.75
487,Leshukonskoye,RU,64.9,45.76,1592425984,39.4,80,17,3.71
488,Porto Santo,PT,33.07,-16.34,1592425993,66.2,82,40,3.36
489,Aksu,CN,41.12,80.26,1592425993,73.8,28,78,2.57
490,Ternate,ID,0.8,127.4,1592425994,81.14,77,56,6.67
491,Alanya,TR,36.54,32.0,1592425994,74.48,63,0,1.99
492,Zduńska Wola,PL,51.6,18.94,1592425994,63.0,93,99,1.99
493,Amapá,BR,1.0,-52.0,1592425994,77.47,95,100,1.83
494,Torrington,US,41.8,-73.12,1592425834,82.99,48,8,1.01
495,Charters Towers,AU,-20.1,146.27,1592425994,60.66,94,60,6.98
496,Novovasylivka,UA,46.83,35.75,1592425995,68.5,67,0,7.58
497,Hérouville-Saint-Clair,FR,49.21,-0.31,1592425995,59.0,87,33,3.36
498,Ixtapa,MX,20.7,-105.2,1592425709,86.0,45,5,12.75
499,Ciudad del Carmen,MX,18.63,-91.83,1592425995,87.8,66,40,9.17
500,Kindu,CD,-2.95,25.95,1592425995,68.47,60,4,1.83
501,Verkhovazh'ye,RU,60.75,42.05,1592425995,48.54,71,0,4.72
502,Andenes,NO,69.31,16.12,1592425995,50.0,81,0,8.05
503,Voh,NC,-20.97,164.7,1592425996,70.36,73,41,5.12
504,Touros,BR,-5.2,-35.46,1592425996,78.8,78,20,11.41
505,Delta,NG,5.5,6.0,1592425996,73.92,98,99,2.06
506,Pemberton,CA,50.32,-122.8,1592425803,66.2,52,20,4.7
507,Lüderitz,NA,-26.65,15.16,1592425996,71.04,22,0,16.26
508,Douentza,ML,15.0,-2.95,1592425996,102.36,13,82,6.42
509,Berlevåg,NO,70.86,29.09,1592425788,46.4,81,0,14.99
510,Río Bueno,CL,-40.32,-72.97,1592425997,55.4,71,40,10.29
511,Victoria Point,AU,-27.58,153.3,1592425997,59.0,90,3,10.25
512,Simao,CN,22.79,100.97,1592425997,66.33,96,79,2.37
513,Palekh,RU,56.8,41.86,1592425997,63.07,96,75,2.91
514,Valley City,US,46.92,-98.0,1592425803,89.6,49,1,21.92
515,Artesia,US,33.87,-118.08,1592425823,75.99,64,90,11.41
516,Necochea,AR,-38.55,-58.74,1592425998,62.01,99,100,1.99
517,Oktyabr'skiy,RU,54.48,53.47,1592425998,59.02,92,1,3.94
518,Presidencia Roque Sáenz Peña,AR,-26.79,-60.44,1592425998,87.01,43,100,1.99
519,Calderitas,MX,18.55,-88.25,1592425998,84.2,79,75,29.97
520,Turukhansk,RU,65.82,87.98,1592425998,43.2,92,100,8.48
521,Miyako,JP,39.64,141.95,1592425999,63.93,73,0,1.36
522,Bambanglipuro,ID,-7.95,110.28,1592425999,77.14,88,12,7.67
523,West Wendover,US,40.74,-114.07,1592425999,64.4,23,1,4.7
524,Bloomingdale,US,27.89,-82.24,1592425730,91.99,58,40,3.36
525,La Crosse,US,43.8,-91.24,1592425999,87.8,33,1,17.22
526,Añisoc,GQ,1.87,10.77,1592425999,70.93,95,100,2.01
527,Dukat,RU,62.55,155.55,1592426000,52.27,64,57,4.27
528,Liverpool,GB,53.41,-2.98,1592425800,61.0,93,100,6.93
529,Gamboula,CF,4.12,15.14,1592426000,68.29,96,99,1.36
530,Fianarantsoa,MG,-21.43,47.08,1592426000,46.99,94,42,8.52
531,Vágur,FO,61.47,-6.81,1592426000,50.47,95,100,10.11
532,Soller,ES,39.77,2.72,1592426000,72.0,78,24,5.82
533,Hofn,IS,64.25,-15.21,1592426001,49.06,64,0,6.02
534,Babayurt,RU,43.6,46.78,1592426001,72.09,50,100,11.12
535,Tripoli,LY,32.88,13.19,1592425773,80.67,37,0,14.72
536,Tynset,NO,62.28,10.78,1592426001,64.4,59,99,6.93
537,Jasper,US,37.2,-94.35,1592426001,87.01,51,75,9.17
538,Acarí,PE,-15.43,-74.62,1592426001,70.45,57,55,7.23
539,Weyburn,CA,49.67,-103.85,1592426001,71.01,56,75,15.99
540,Imbituba,BR,-28.24,-48.67,1592426002,69.8,83,75,16.11
541,Kiunga,PG,-6.12,141.29,1592426002,71.19,98,86,0.87
542,Booué,GA,-0.09,11.94,1592426002,73.24,93,100,2.53
543,Ambulu,ID,-8.35,113.61,1592426002,75.47,88,4,3.71
